date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:22	1980/1980	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:22%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/14.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/14.webp	(from https://template.hasthemes.com/taset/taset/blog-left-sidebar.html)
20:37:23	77292/77292	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:23%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/details/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/details/1.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:24	54560/54560	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:24%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/details/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/details/2.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:24	18252/18252	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:24%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/15.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/15.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:24	12534/12534	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:25%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/16.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/16.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:25	14428/14428	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:25%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/17.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/17.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:25	2136/2136	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:26%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/details/a1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/details/a1.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:26	2162/2162	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:26%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/details/a2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/details/a2.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:26	2246/2246	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:26%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/details/a3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/details/a3.webp	(from https://template.hasthemes.com/taset/taset/blog-details.html)
20:37:26	689/689	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:27%20GMT	https://template.hasthemes.com/taset/taset/assets/img/icons/telephone.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/icons/telephone.webp	(from https://template.hasthemes.com/taset/taset/contact.html)
20:37:27	641/641	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:27%20GMT	https://template.hasthemes.com/taset/taset/assets/img/icons/envelope.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/icons/envelope.webp	(from https://template.hasthemes.com/taset/taset/contact.html)
20:37:27	740/740	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:27%20GMT	https://template.hasthemes.com/taset/taset/assets/img/icons/placeholder.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/icons/placeholder.webp	(from https://template.hasthemes.com/taset/taset/contact.html)
